id,sender,receiver,block,operation,contract,signature,amount
620,tz1Zkp4ACLxsjQMco4yTmZXsKZXUPAMNVdVF,tz1Smoa5JngVTfyVzHSXtMLS2JDmoyUkMWeo,BLx2GiT8i56CDwyt8ieEMvwTe2R8Ca5xFRCnDZgQG4CjP2eepAu,ooTWmpjZhhgQryciTTqtfy4xaPshYdjn3udK7trUPdbEhCwAcMi,KT18e9ZT3SmgQTGmS3fUotut6n1L7CDRLRPK,edsigtdHxKeENeEjED7qNNZrBLyU55S54CM8jrz78rH68SQztpJ3kd8g1MWX65EEA3g28v8fXFvLTF2F1CnhdjoaeYcr2qYVqSm,9.88
150,tz1Zkp4ACLxsjQMco4yTmZXsKZXUPAMNVdVF,tz1Smoa5JngVTfyVzHSXtMLS2JDmoyUkMWeo,BKztgutXsLZBvpRzpT4vS8zBy67J4F1dDkHt1pjy17hFnZicDmM,oouViRWtH6rkoU18nMmmRrc7jjYRF1JM5cRoWWrJQNKKaou9jif,KT1KJ71JYffNkjjJM6XevDZ3QujiYi6G96on,edsigu1Z3KfY2LTKKmmgZYZCCw5d84s5HMqiDaEpg387CGCobod3xjqbgFs8F9iMq3um4jM1KkJG9kSqNp9Wxx5yhza1agDY7K2,9.87
591,tz1Zkp4ACLxsjQMco4yTmZXsKZXUPAMNVdVF,tz1Smoa5JngVTfyVzHSXtMLS2JDmoyUkMWeo,BL6SVsx2m5s1zDjEHJFxqvMrx9jbU37vbdQfL2MchCTQM6mdrTx,ootcAB7DGcvEnHYJviG6XnsaquDBrdt1A3eLaD9vg9VvxCtTLDX,KT1DZ8u9iosHDnvqN1dcMd5BhyL13mk2cdju,edsigtvQfS4z2L6wZ1QVZxgT4kQTQciZ5z5VtK6qv4R28YddwKo3wRHveakqhvSHrxTKYQ19TmDU5Wd3FvgeqJCEUCf5VNkGi8b,9.86
188,tz1Zkp4ACLxsjQMco4yTmZXsKZXUPAMNVdVF,tz1Smoa5JngVTfyVzHSXtMLS2JDmoyUkMWeo,BL5QsddKKgBZa8qmi66HdiH3jxuEJnPxw1FaBBMaT2FbeYD3EaX,op3wcRcCv2JPGVzpamdg4AzbCBK5evNAaPW4USGFdKNGX4MzmGk,KT1KFuvaAmdn84ET5ran2bVy9hfJLbBwJ3Fi,edsigtcLcJLVydNdtjGDdmAVvvKM23Fqo5NsViMrcGNHE5GKUgPLERzCcn47KCWZMEJC9LNxuHwEQ4hCQy4tRkf5M2EHopPn6vJ,9.85
472,tz1Zkp4ACLxsjQMco4yTmZXsKZXUPAMNVdVF,tz1Smoa5JngVTfyVzHSXtMLS2JDmoyUkMWeo,BKrUdBrFvqnKCcWMGmuu1arXNrMq3niirPQXhaRDXHq8urVY3gf,ooH9wArjKoCrJrWgL1D2o3ZPMWDJ4QZzzPU4B9gDLiW4d5eFXCw,KT1HHPd8QnWovWdXvrokDXbgh9TGwngiocPn,edsigtmkftzB8uHN6WL8MGFZJJYnXRMeFweiWBw6T64EKEnob2mgAsbrMF6fny9d1SHGDj9sctrL1W3fmyifMXnwowje8oF7uQ1,9.82
927,tz1Zkp4ACLxsjQMco4yTmZXsKZXUPAMNVdVF,tz1Smoa5JngVTfyVzHSXtMLS2JDmoyUkMWeo,BLkPvChHXtBhTygzGL5ct6ajEq48M56F9aUXciuKCnkrEAqDh7p,op4fciHLeXPVBwYHHLDqBnurcucDi5MbKen5n62Xjvt1CvZH6VK,KT1MpGNxZeh2SDH5jgyrxcQ3YbnZpJx3Z5wZ,edsigtuoEfGz8GwEXWp4up6xKTMfm4mSVvwY7zDX2JX2YgdiRugNx5PcLrGpmqjF3pJv6DfXgffzyKCxBXN9CncYdaUN5z5Eiw3,9.82
457,tz1Zkp4ACLxsjQMco4yTmZXsKZXUPAMNVdVF,tz1Smoa5JngVTfyVzHSXtMLS2JDmoyUkMWeo,BM55aK9ERrTbydbNUz1HEwwPzHydU4cTWJNeJoWKGZM3Fb9Exn5,ooPyJEDxhRmAin51SGtNZ2w7MYpiGvVGshdZuoehoeqg6h1PKe3,KT1AK5HucsuB3viS3eCrmZN2tWHwj2UNrEUK,edsigtdYFpMnq7B1ZPBe25swaf99oo7p9wJ5oT7uM5krsbrR642GYYFb8kcVaATDgae3NkKZkGsw2xpF5viGdAQKFDkyVqdhRYR,9.8
833,tz1Zkp4ACLxsjQMco4yTmZXsKZXUPAMNVdVF,tz1Smoa5JngVTfyVzHSXtMLS2JDmoyUkMWeo,BLZh6Vs8r3y86KnWjLnHSrwJGXBJz7uKb4YRJo1pgqUjshhsN3F,ooTxrXHpUhaAMNJs5V1VvMDxTDVP95vdsTTsmsM3Uvz4TZm7WdC,KT1M2MJAA9co2oshQ34f676dDGtDqt1Kxb6Q,edsigtuAvrUFGuL6yRpbEUzoDiAFLahQWA4jaYiYYMNra21cmWznQbXthaMY1PLoS7GG6TFC5yQbqYKpCAb2XL5EMBjk5dqu6Tq,9.8
416,tz1fzfPro46Wxjr1ShH2iVEGKQfpan8LmYD5,tz1ZeMd4VGqZJZaQc88tu1qYes386qpHhLRr,BLY9ba7MtvCPim7r74msYCFUxr5gmDPTqhx4eoRXaNSCNwzxhqF,onnfS7zsgjVN3ADonfDLZMc7i6fTEawWe143DV7uiqtr9Tegs4r,KT1J3UHRajqqSeMsi8Sw1tFy6dnSCUTvRWk1,edsigtsEj6xH1va5AQ9SUozmdqsFg9sFU8JNk8tk4esATxxLeRj6bshG1ZMqZbnMXrp4fBkShoHP5vp1Taai88jfy95UR6NioS8,9.79
955,tz1ZM4A8aCMYmXw1UF1S9LR3XRahii5v9b7a,tz1RZyJ3tLLDYcRWsGKmPHUu5L1d9hR5ujmD,BLE3TQffhUJvytjaV5cyJthB3kXLxw5xXjD3ff4GvGBn21pzmSC,opCkX1Di3bqy8ZKtxfnPeebTkzvz1UsRFL5hF8fJdrvebz5PXVS,KT19k1WKcZ1jJAazSjCkDkGpGZ4rjSHVetSo,edsigtiDutzsFQBuCnQCq9Yy1UzQ8kg1YRvgtw7mxQeDJ2TpMY4kmHfnRNXn9Kpvytqmnb9k2ZGxccSbBn9CYQQq7j7HpsHutQN,9.78
28,tz1UzNm2fQCVtRv2i8En5HrVD9F8bkz3Gqg6,tz1PoRQBa6J4M6R1cPfG1oK2e1myJaXNhzfs,BLGbLSMBm34q1wnUatpMDNFtNXo4yQ7gRLAHvywRbZBZdt7kSJd,onhjrm4ni6kSASP9oefdXUHfEaTDTjriHUWJSQfFtLgWh2nMj9f,KT1RE9gXeNwNMrm5bYdiHrRAioYPW2sTnJdt,edsigu4Fxamp814nRLsxJczzzwebsqdipuLLMp6fQWo1WWsLPwVw7oiJzFZLzFMBBqeoXyhD1LWc6dii1dZBuBWxqg64RaBBZPc,9.77
383,tz1V58sBSPTNBBgujn1rm55N6zXyZhesoSsU,tz1hymhrTcQkhmXyzJEXVvgqTVMQcXVnhaWw,BM5mo6ZdDdPFLezH6RfHpj6M7LMjuEH1UxM4nPAaPUiSrCEd2ob,opLGHSYAe93BWdwseoXCwVemaY4Jb5kLUyyf2EHYew91T3a2rec,KT1CTvSS2JrGhHkD2XMmRAA5BSkT6YUFtbhQ,edsigtZk6Rtbw3rFBM6QN4yZ1LkZvVj5WJod6VsT3rwi1WGjZjgv5q5x365vzKX5XhbspakHQxCPQmMh1iCRLroY4uWkZQhqtfb,9.77
427,tz1LSvE2c7v1KENWzCm5fz1vcpN8eTWXY2F4,tz1RFp1NRFvJPje7EnLAaCyKW45qJvpFzJ9C,BL16xPW7dLcVBmz3DvxMc7tGzWcZKaxvbLuvnZPSF6qt6TPqyNY,onjpMaVb8HKjAwCVUn9CSHNsGsVMWHTZTD89PBXxmy44ACAxuFg,KT19ycwUwHjCo4SohwBvdCxSV8cBa3f1p937,edsigteZX1Ax4jzAvZSmcmU6ExogDq6MrpkpAP6dhyB2rMSadvdMWdPfWudFGjeXSq5AZSPP43Md2uEFzXFzxJ6M3RrM9XF91zX,9.74
488,tz1fzU2BnpZYrTXfDuJKnEfLhYzQT8R6GCAf,tz1a9T79bpW2NknpDfet9yT1njFNMX1N1wy7,BLFtkX5Zu7hrji3Z7LMuRxJAY4jcwcuGH1nFW7ESVqdmv89Z7pR,op1KYZjRxUjmXSuGqPudeEwAVShwhDiVTrgdjQQsJh6eMLM3ZGr,KT1QQFtP4Z7STy12Fsu7it1XYejUALeY5cq2,edsigtrmeLxFV3sDJVRPok3TCSVnut3CkK962ofQThxEzbfs9i1XWU5Q615cd3JanNWN8ruXwaehYm3Gsw9k6JJWnHJktqYJazq,9.74
15,tz1fmHMmUmx8Jyoe7fGLo3Mn6Xp5yho7Jxic,tz1eetAv93sRHKSTgzgEJq93eJJ4fg6ycQPH,BKuRwDVrcuVJT6qMacZxLizFMUoC17a6bCTbSu2JDnbmeBzmUs4,ooUWwEHw49cWsCZWzamoy9B7mL1RyHk5JqJSTnao1xrUSTTE8YC,KT1R1aNht9foEmiupCahFTq5tNVWDetZotQM,edsigtpJchQrc8FPQRP8XqQjSEmv8DGbnHxdxhJn1Sr1p2Wi9aXNHrLL9bKba1YAphz5VGkpYM4Lzx2jNENxGpAG8AWKL9Z4Dd8,9.72
494,tz1UFFy3kBr1mjADrMnf81vWURKbdCHPQPNq,tz1PvHZ3r2oq9MnqhwvdpzNKE9MFpiaNpgx3,BKw3vzvMzKAJVsqGorg2iE3K3bAT5oMYoUaLNHdjAq7C1X6hWjh,ooVeBvEqKsWgftftzGKnCKsdvZ3veZGerAqGWkm3VXumX69e5u6,KT1GG9SRvX1zKwRuZPZP7rmW8UpaB8RLhqiF,edsigtjZ5VB1BrPTBStuT5H2d2g6pVCuPYn6EBwfzWn5bBsiPjKFvpxNFaE6VDXRTtrFSmL3cLMDQHneWLvZT7bcVsNwAcL8J8N,9.72
841,tz1aKZ564pY2SJyzmg6aA4cFNobj5j4kRUJt,tz1YudDex7wYJympKH4YrqFF2XRCjKwVbj3X,BKqYjfk7AnHXFmyj3fiK4e9sEpbBC48RNtR8PfHWJHYrvmaD7Co,ooAYGxSeRug5jXUMsb9CcBZNreLR7fDjMQfLdX7HwHY8YaoP4R1,KT18mhfYu7nTFRYY6iTrusFHSr2XpG2aRBvA,edsigtrBM9MTcrYiNWTYs4geHwurNKdZMk1WbGwKTtMSeuMsr3iTRzqEGTfzrYt5BpUk7PYJYk3qwLqiQkAwpjwNQEpPLGt1KSu,9.7
543,tz1LsUfdNhkqh5SXdgkpM23FUmyiMMnbbXbX,tz1e8WBDF7kZsP2ttnRrufk1xo3FHswxb8sB,BKw7diPX9Ls5HAnCwv81JmHjATym4mS6yVNhZv1A2U6uCCjkaGK,ooyayynE6XRgjssGrF8iRVXAfuQed1Nb2iCjeet6idZLUmCTEj3,KT1XfshFCMUDkjRM1qLrj8L5EsQJ2tYaGoem,edsigtnJKtNS7CEXDE4r9NeJPNTXRu8pxVwX4AGDtnGitRPrV48FazTwPsUcVzdp4DcLcwn7hix7BhWdWuNYNDSRXEydWDurQef,9.68
622,tz1fTKPtHsBASbV2vCsjKFVmZazqaVf6RKyX,tz1Ty3B3hGjWvBiq9i6JmDpdrinT8copoggT,BL8vKV3pZ1uirBE9ftuiGGSFirBZR3e3vfW5Cig4yqgLpt7HA99,ooZNGLoNMoZiH9XPb61Lia6DWLaPQuTPEKrssVsbBWE6nU69B9p,KT1XTzanDTNkgGJ34BkvChcxXkKeBYAimNra,edsigtZv47KRAfZPRA8eSe4G1u5SjbMEtCgeyb4VZiWZK5pi6Akmktia8zxyt4zq9rJEdpMvi7vpjPF4RFZK2uHCM24FvpZM3nh,9.68
793,tz1T1tfa7rvHuwJsK3UhkZBFi8o2Hjx6fn6C,tz1XMVLZZcqLThurayaYFVrkkgWi6dMJNFMo,BLHqWnfknX5HbFKddDorrex3Fi2HT9zBgaXg2nAvDDvMPtwqwV3,opFvA2hQt3ChTmMD6wnKzhs6hGocUWK4e8oBz8tQYkvBLiNchcZ,KT1G47qULXGfPRMFgjcoN9drMovUBMiVqwhS,edsigtYzeaAd92zHwX8d8KTt8Yy2MfCe6DaZftx3BBb7SA6v4bRDTuPZhN8VSSbAg51c4fzQjRu9ATLcArpQWwqiyJcfPus7QSW,9.67
851,tz1c2Z5uzaGfamoExcY4bL57NjEontz1Aqsp,tz1QjrJVK6nY6N9PkZ9EcPrMG6WDzaizcgYz,BMHzxJQAHzuUxq77rfybKb9ns9p6TUF6vYoviAgcAfT1U568P5a,ooDmJoqCXKe1eb55zR9M98M9wbgtpuCn52rGTGgN39RSWBq39Y7,KT1PXghsxPQuDgRQ7pT5JxZPFPDRX9Tas3UB,edsigu4xaoNkRG3sRiBUXWbDmDSwD61PHyPZYd8LHH3rshuy78wCpjRGWVitWzpHNBFuCMkfwYAy6kNZp3SxG3TxBQa64Hp1fbN,9.67
516,tz1fuJHTB47qkoQhccXiDwEpYoeQVG5XAGZb,tz1WrCsCMvTSzgA3gekbVPUy6gHQ2ZbfTMZN,BLpkEjVRzdwL7M1fGJCRP6zwM1KCCq9veUQwJ84GgcVADzTVFqr,opAMhkkALFqkvFMwWUFqFKFnsWf4AUaXKWCcecc7UBJUZ37YmTs,KT1U7gphNFL8De5KmWnEvuzpCuCNXZMT45gw,edsigta9cSY8w5U7UwmTPLqUnzG5AWVR246Ybd3by7mSVpiTbAaSACEAbLa2vtTKUr19Ezsmk7h8YQxLQ1qYTRFppCAkWjGBUk9,9.65
419,tz1ZRo8TdCFNXGuTRRk74ECnyUX3hNTr79WR,tz1MnSd6uZdi5uTYTkqbGdBUn26yN8J9W4ih,BL2FGXENMbfBD68tK18YdU7im21NhwCWpPFLB5nfKycgnZDiTD1,op8XJ4HyXiqwSRiYSH2qZPa32c5nmiCLqQpvh4CDtruB69VKwSU,KT1UqYpdPBJaphq9NUsAxssZQvRQ1A2ncCKr,edsigtZyyeRfD4XTkfCx9njwRmBg4yi4EQGK3gJJ19Fz4QgaDGEYDQ3uBHCoztqzaidXz6eheH5iZKS2ykc9A7ie3xt5R5hWwjs,9.64
733,tz1TqqNGcXHwUR8181CbXv8iucCa9usBuGKX,tz1fpfFUSe7k6RR8JJgn32atAcxBHfHpB98Q,BMLYnQuq9KT27MgTdgKuuiVNcLDdP9aLDo2p1kSUpicszwdUyYk,opQqRKRAQafSg51pkgyvLrACmAj3GuhALDSZby56kwAFsCLs3qo,KT1V3he8X2qsPixnjheZohJxr2JUQCyA9fS9,edsigtoj7amiwhJCoG3rFqNLG7EY3YPwHHdxbiwo3MDegdFKJJcyvmeG5kDvr4P7VEZAuscpmJjkCigMLaW6AzXdXwW513etvsB,9.63
88,tz1RTK3aHLwNj5DRR9CcnpT2txE9nvZV8sVV,tz1NWoH2sqZjvADv4hz1PXwY6gWWcNt9tNFg,BL6XRQ3AEbvw2XcNdZABF5sZefAL5MTuvqTZmcqhJftLbyi4mWU,ooKLy7xYxbGMLLJbwNh4jS16NLs54k4ZLeCQAHh2sA72iZ5cgws,KT1A4EPcUKdC8khmi3nxV1BqBDFRcZTWMjRd,edsigu6Nmnv87UHmc6hCMFCVHy4a9zLfBSD1hq6HQmHxDSyPTq6kWePSB9ZiMaPFnnzQmsv6qnQGP3pQZ57zHXb4muwdzkb2BNZ,9.61
683,tz1ejN4qdYcBZ2vfRJovaCETrhuG4wT2dYWh,tz1PeScvRmWcfob7fAikDxGpruWwfSMcsoQT,BMNgEoxsb5LKdX4FThrTBPze9ESy9qyrcg1Yv4SKQV2YgJMQtwS,op1dDtcgh7G9VHWvnfY5ZwvtKZwA9RYFFwr8u8dnLSSmYyWCTaV,KT18dQPmBfhx66pzMhCieMxt1anvx6PuhLYx,edsigtyxezkBbE5vpNRjmGbQbhTQnH7U7AfsTf2MHpFdQSCeoNcscFGAf5rsnttwZTjca2CKZ8Q4MCtzKJwCugCqHEPU7FqUmxV,9.61
865,tz1N2GDNTRJpryxQTY57WtHcfESgAKTU2LCS,tz1ct8WxZu2qsYMv1L7dh4sxkyNan9qwaJai,BLB5Dxmzk5ZLqmQatGApFCsAWKG3B6MpWjTuh2tjPqEMafBgzsE,ookouCwDGy8tHdz66CYt543zXKxo6bNmXabgMmQk7fcD8S9334j,KT1TRrupv9VF7WqFs3i4BEtziA92D3d2CSNd,edsigtZh1tNFCLNrn78syu4gnfTQ8WEpcMQTHJRV7E8B1UfjqkG9jCi7sDphR53Uwsoy2GGTTbRerwQT2VokofBrTDZXJBSPG96,9.59
978,tz1hP31mWjoR2SNWHaNjomFqr8FZbsaGzPr2,tz1VMtpPHVWcG7GHuLtancfDiwi55H8R7Gnx,BLkGgDgeqU1tjxwKNyUu29nq9eDYRCwdJcnP29cw5be9pvezuwQ,onkae2qGCkK4vRRXeg3dQNuJMUwsYJYs4S8WiztyEukbFdhw8nE,KT1KxVdishZaX3QjskMbCbFdpctqGxX9mci6,edsigtyKW2VLtvNKmWETBYzm2KBtaQMeLnpyHmVKKQfpkTLJExVKCxyQ2A4t9zTAcnBTKjSHB3UJwU3fNQfYD9TGXAXrGncuzC6,9.59
330,tz1hRXRbj2kByXgH48hNhdXcJnoyEoVgNeKK,tz1QuPcqNM5cwWEVUiVioWMZMmDfoMoSsXp5,BLwiNDC7xMVoxxo7HYXpXMTbQznqxbEnpGdyfrLvc7MCpqeMkXD,onqbqHmk5djfZommQWmocBB5Z8RFJfb4PXrB6ibSRkkUmMTXmdV,KT1E1cQJUZP7mia4mEqajd9G1EM7pnUDXh4s,edsigtmKy2UiE4HQkCmQhRXUanV8ZWjvS4XQ7QW9VpUyhv7Pa8qcPiFE7PQojpJQjkWxa5WJF89TxHwAYDH2zYqmJKs4nTBLRNQ,9.57
189,tz1NxYXR8xycgGGZFvx6GhX2Jb6MkbYRGgqW,tz1Nd7PS6aFZLn1nvotALPjRJj5owmivfDwr,BLWTJ4QF6a82ZCgo7bGja1vC2q218wt5U6b5zr637bMFGNvDHPz,onoTR7jKDTe6cSC1HKxy2XiiCyUQzwriQuXrGC7yZowvD9C2PRt,KT1FG2a3NmcfmZdzBFy4rNcCFRvSTnEtYfBc,edsigtdVcnKS4iAevo473DPr8h4jFYrpUZpTNZg3dv2HU1MpbDeC1xDiKX9rAs1Q3yzdEJaRCu4cyrGN7DQ7wsFmgNcsHXm2Hqt,9.56
764,tz1euL3LgvANYQnmJS3JcDfUEcaobV37eKZH,tz1QTJgQqeFKAYDqoue1iLSDWCUcVZZfCPZX,BLHwitzv7qCT2SoEPBipwr6MN2G4vWpvduxzWBanWmfRAq2zfPC,ooAFcUEZmXgof7VdB6hHjfsTiSPLNdYZRsLYHs4kwrJYFDZrHZq,KT1MtMqFPbFLjUczSuJuxWh1AcdYMb13BhJ7,edsigtfRZAog1dE8GwTP4CEaxuiEYfVdtKrNFdYboZxDtvpvDvTDsfYbAZQTtU1oVKwpbCdoWMAGmeTaf8jTvGEXaE9yJ6UwDzH,9.56
386,tz1L1KNqd4Zcg5SKMbUL9jvxYcyVT64NL5rS,tz1R5HH7TzchBusUxgp5tjSYZ6wPxamiE2by,BMPCBiA2p2tg64vLmUXgsVe2YdcwUFByUsmEVNQ5HeVE4F8ryeE,onwYyHNRDGntLy2skBfurphcq3jeZVei1yvpVYNWAbW713rbS3k,KT1GfBNSD85iYzfJWmwgLR7pbGmnFzJJjesW,edsigu56jLo7efNrzPomZunuPB1Fg9dxodgvA9mdYP5sffqgApfXsD372PCyrgq9wEnVrD3rEFqX3PoukSJrH4RoWuwRd7PUErY,9.54
90,tz1giNMxavcLXx44L3asq5PHCuF8Wtxvh6zw,tz1Y2dgHJGj51z55aJ1wqsygZaTqGmkdYChz,BL6XRQ3AEbvw2XcNdZABF5sZefAL5MTuvqTZmcqhJftLbyi4mWU,opYq3gk3Rk8cpUzyyiw29wa92LHYvjJTuCSUN3H8hxHg4Q6bTuD,KT1FJcDdDW9qei44ZQ2X7SYJiZrN4ykVSTPn,edsigtcQSACMRuxKzMLngFaTmTFnVHZUiSnT9fBu3grs4UMjAQgJ6P4Y1fGDVjajpE8h8t2ipbPETgzJHkQNZRvdAAJwf2NZNrc,9.53
360,tz1g7fNoVYB8EKai1UsoRHLTCSm7hxuCBLTs,tz1gc1Sdn2bNyM4pMeArkA4rjJH2WXQzxRoS,BLeaicNzmNGC3x2ijncGDwGQZcmVEkLysF6bv1G4MwLbLqr3F2d,onpQnRpTGfgazvzt6ds7MiK4QAQGoaDWf1k5xFGAQKDrWGgTPRu,KT19mLhuYnmyJvxqNiEFi262XrD99SsqDVZj,edsigtmeSW2tGivJ4r7rdFmcdqZeAxrmNgJTae3JCir1P1UK9Dc1bHzfc1jBzmFZDzoK1TULFoT1psvqzqf2MT9Kr14QMHWU7Tp,9.53
608,tz1VeddxURuDsFuXiSV2MGRv8RVf5xu4Pk9W,tz1MSRfuMmQ9U95cguJQyDWZuXs4LRDtX1pS,BKuEGCNcqb5V8GTqYkagYk6Lxk7gcaGptxYD3Xq9jHyQypg5cSr,onh6zQE3cku2sobNdXW2uMNpxtHV11NfdszszYTnQv6uAmiQewY,KT1HWCLFj9FztRXpk1pQJdg2BjJ3j1fPyGfF,edsigtjCoGTAPArK4CLPr5amUduHsZjLckKYPSDCy8jGtCnkLBKvAHrcyHccdGtw94eFb4YM7KUcEXq8JkivXEB8EdnkZDNRT7U,9.51
